country,leader,party,lr,president,term,startofterm,yearbegin,endofterm,yearend,speechtype,speechnum,codernum,rubricgrade,averagerubric,totalaverage,wb_region,region
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,ribboncutting,2,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,international,3,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,international,3,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,international,3,3,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,international,3,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,famous,4,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,famous,4,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,famous,4,3,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,2,16-Aug-04,2004,16-Aug-08,2008,famous,4,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,campaign,1,1,1,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,campaign,1,2,1,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,campaign,1,3,,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,campaign,1,4,,1,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,ribboncutting,2,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,ribboncutting,2,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,ribboncutting,2,3,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,ribboncutting,2,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,international,3,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,international,3,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,international,3,3,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,international,3,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,famous,4,1,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,famous,4,2,0,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,famous,4,3,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Dominican Republic,Leonel Fernández,Dominican Liberation Party,1,1,3,16-Aug-08,2008,16-Aug-12,2012,famous,4,4,,0,0.25,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,campaign,1,1,0,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,campaign,1,2,0.5,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,campaign,1,3,,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,campaign,1,4,,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,ribbon cutting,2,1,0.2,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,ribbon cutting,2,2,0.3,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,ribbon cutting,2,3,,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,ribbon cutting,2,4,,0.25,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,international,3,1,0,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,international,3,2,0.1,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,international,3,3,,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,international,3,4,,0.05,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,famous,4,1,0.3,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,famous,4,2,0.1,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,famous,4,3,,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Ecuador,Lenín Moreno,Proud and Sovereign Fatherland Alliance,-1,1,1,24-May-17,2017,,present,famous,4,4,,0.2,0.1875,Latin America & Caribbean,Latin America & Caribbean
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,campaign,1,1,1,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,campaign,1,2,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,campaign,1,3,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,campaign,1,4,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,ribbon cutting,2,1,1,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,ribbon cutting,2,2,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,ribbon cutting,2,3,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,ribbon cutting,2,4,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,international,3,1,0,0,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,international,3,2,,0,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,international,3,3,,0,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,international,3,4,,0,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,famous,4,1,1,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,famous,4,2,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,famous,4,3,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Poland,Lech Kaczynski,Law and Justice,1,1,1,23-Dec-05,2005,10-Apr-10,2010,famous,4,4,,1,0.75,Europe & Central Asia,Central and Eastern Europe
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,campaign,1,1,1,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,campaign,1,2,1,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,campaign,1,3,,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,campaign,1,4,,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,ribboncutting,2,1,0,0,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,ribboncutting,2,2,0,0,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,ribboncutting,2,3,,0,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,ribboncutting,2,4,,0,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,international,3,1,0,0.5,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,international,3,2,1,0.5,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,international,3,3,,0.5,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,international,3,4,,0.5,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,famous,4,1,1,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,famous,4,2,1,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,famous,4,3,,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Mexico,Lázaro Cárdenas,Party of the Mexican Revolution,-1,1,1,1-Dec-34,1935,30-Nov-40,1940,famous,4,4,,1,0.625,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,campaign,1,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,campaign,1,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,campaign,1,3,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,campaign,1,4,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,ribboncutting,2,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,ribboncutting,2,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,ribboncutting,2,3,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,ribboncutting,2,4,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,international,3,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,international,3,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,international,3,3,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,international,3,4,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,famous,4,1,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,famous,4,2,0,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,famous,4,3,,0,0,Latin America & Caribbean,Latin America & Caribbean
Costa Rica,Laura Chinchilla Miranda,National Liberation Party,0,1,1,8-May-10,2010,8-May-14,2014,famous,4,4,,0,0,Latin America & Caribbean,Latin America & Caribbean
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,campaign,1,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,campaign,1,2,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,campaign,1,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,campaign,1,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,ribbon cutting,2,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,ribbon cutting,2,2,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,ribbon cutting,2,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,ribbon cutting,2,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,international,3,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,international,3,2,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,international,3,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,international,3,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,famous,4,1,0,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,famous,4,2,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,famous,4,3,,0,0,Europe & Central Asia,Central and Eastern Europe
Latvia,Laimdota Straujuma,Unity,1,0,1,22-Jan-14,2014,11-Feb-16,2016,famous,4,4,,0,0,Europe & Central Asia,Central and Eastern Europe
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,campaign,1,1,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,campaign,1,2,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,campaign,1,3,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,campaign,1,4,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,ribboncutting,2,1,0,0.3333333333,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,ribboncutting,2,2,1,0.3333333333,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,ribboncutting,2,3,0,0.3333333333,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,ribboncutting,2,4,,0.3333333333,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,international,3,1,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,international,3,2,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,international,3,3,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,international,3,4,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,famous,4,1,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,famous,4,2,0,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,famous,4,3,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Chile,Lagos,Party for Democracy,-1,1,1,11-Mar-00,2000,11-Mar-06,2006,famous,4,4,,0,0.08333333333,Latin America & Caribbean,Latin America & Caribbean
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,campaign,1,1,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,campaign,1,2,0,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,campaign,1,3,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,campaign,1,4,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,ribbon cutting,2,1,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,ribbon cutting,2,2,0,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,ribbon cutting,2,3,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,ribbon cutting,2,4,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,international,3,1,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,international,3,2,0,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,international,3,3,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,international,3,4,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,famous,4,1,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,famous,4,2,0,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,famous,4,3,,0,0,Europe & Central Asia,Central Asia
Kyrgyzstan,Kurmanbek S. Bakiyev,White Path,0,1,1,25-Mar-05,2005,15-Apr-10,2010,famous,4,4,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,campaign,1,1,,,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,campaign,1,2,,,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,campaign,1,3,,,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,campaign,1,4,,,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,ribbon cutting,2,1,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,ribbon cutting,2,2,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,ribbon cutting,2,3,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,ribbon cutting,2,4,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,international,3,1,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,international,3,2,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,international,3,3,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,international,3,4,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,famous,4,1,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,famous,4,2,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,famous,4,3,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,1,9-Apr-98,1998,9-Apr-03,2003,famous,4,4,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,2,9-Apr-03,2003,9-Apr-08,2008,campaign,1,1,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,2,9-Apr-03,2003,9-Apr-08,2008,campaign,1,2,0,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,2,9-Apr-03,2003,9-Apr-08,2008,campaign,1,3,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,2,9-Apr-03,2003,9-Apr-08,2008,campaign,1,4,,0,0,Europe & Central Asia,Central Asia
Armenia,Kocharyan ,Independent,1,1,2,9-Apr-03,2003,9-Apr-08,2008,ribbon cutting,2,1,0,0,0,Europe & Central Asia,Central Asia
